"GO.ID","Term","Annotated","Significant","Expected","classicFisher","Enrichment"
"GO:0045055","regulated exocytosis",233,0,0.36,"1.0000",-0.44
"GO:0045058","T cell selection",35,0,0.05,"1.0000",-0.07
"GO:0045069","regulation of viral genome replication",56,0,0.09,"1.0000",-0.12
"GO:0045070","positive regulation of viral genome repl...",24,0,0.04,"1.0000",-0.06
"GO:0045071","negative regulation of viral genome repl...",32,0,0.05,"1.0000",-0.07
"GO:0045088","regulation of innate immune response",156,0,0.24,"1.0000",-0.31
"GO:0045089","positive regulation of innate immune res...",91,0,0.14,"1.0000",-0.19
"GO:0045103","intermediate filament-based process",43,0,0.07,"1.0000",-0.1
"GO:0045104","intermediate filament cytoskeleton organ...",42,0,0.07,"1.0000",-0.1
"GO:0045109","intermediate filament organization",23,0,0.04,"1.0000",-0.06
"GO:0045123","cellular extravasation",56,0,0.09,"1.0000",-0.12
"GO:0045124","regulation of bone resorption",37,0,0.06,"1.0000",-0.08
"GO:0045132","meiotic chromosome segregation",70,0,0.11,"1.0000",-0.15
"GO:0045137","development of primary sexual characteri...",173,0,0.27,"1.0000",-0.34
"GO:0045143","homologous chromosome segregation",42,0,0.07,"1.0000",-0.1
"GO:0045165","cell fate commitment",208,0,0.32,"1.0000",-0.4
"GO:0045184","establishment of protein localization",1508,0,2.35,"1.0000",-1.74
"GO:0045185","maintenance of protein location",96,0,0.15,"1.0000",-0.2
"GO:0045197","establishment or maintenance of epitheli...",47,0,0.07,"1.0000",-0.1
"GO:0045214","sarcomere organization",31,0,0.05,"1.0000",-0.07
"GO:0045216","cell-cell junction organization",171,0,0.27,"1.0000",-0.34
"GO:0045229","external encapsulating structure organiz...",261,0,0.41,"1.0000",-0.5
"GO:0045324","late endosome to vacuole transport",23,0,0.04,"1.0000",-0.06
"GO:0045332","phospholipid translocation",39,0,0.06,"1.0000",-0.08
"GO:0045333","cellular respiration",187,0,0.29,"1.0000",-0.37
"GO:0045428","regulation of nitric oxide biosynthetic ...",51,0,0.08,"1.0000",-0.11
"GO:0045429","positive regulation of nitric oxide bios...",34,0,0.05,"1.0000",-0.07
"GO:0045444","fat cell differentiation",230,0,0.36,"1.0000",-0.44
"GO:0045445","myoblast differentiation",66,0,0.1,"1.0000",-0.14
"GO:0045446","endothelial cell differentiation",102,0,0.16,"1.0000",-0.21
"GO:0045453","bone resorption",58,0,0.09,"1.0000",-0.12
"GO:0045454","cell redox homeostasis",28,0,0.04,"1.0000",-0.06
"GO:0045471","response to ethanol",56,0,0.09,"1.0000",-0.12
"GO:0045475","locomotor rhythm",20,0,0.03,"1.0000",-0.04
"GO:0045494","photoreceptor cell maintenance",37,0,0.06,"1.0000",-0.08
"GO:0045576","mast cell activation",55,0,0.09,"1.0000",-0.12
"GO:0045577","regulation of B cell differentiation",26,0,0.04,"1.0000",-0.06
"GO:0045598","regulation of fat cell differentiation",133,0,0.21,"1.0000",-0.28
"GO:0045599","negative regulation of fat cell differen...",56,0,0.09,"1.0000",-0.12
"GO:0045600","positive regulation of fat cell differen...",61,0,0.1,"1.0000",-0.14
"GO:0045601","regulation of endothelial cell different...",34,0,0.05,"1.0000",-0.07
"GO:0045604","regulation of epidermal cell differentia...",40,0,0.06,"1.0000",-0.08
"GO:0045616","regulation of keratinocyte differentiati...",23,0,0.04,"1.0000",-0.06
"GO:0045637","regulation of myeloid cell differentiati...",172,0,0.27,"1.0000",-0.34
"GO:0045638","negative regulation of myeloid cell diff...",70,0,0.11,"1.0000",-0.15
"GO:0045639","positive regulation of myeloid cell diff...",85,0,0.13,"1.0000",-0.18
"GO:0045646","regulation of erythrocyte differentiatio...",47,0,0.07,"1.0000",-0.1
"GO:0045648","positive regulation of erythrocyte diffe...",28,0,0.04,"1.0000",-0.06
"GO:0045661","regulation of myoblast differentiation",44,0,0.07,"1.0000",-0.1
"GO:0045662","negative regulation of myoblast differen...",21,0,0.03,"1.0000",-0.04
"GO:0045665","negative regulation of neuron differenti...",83,0,0.13,"1.0000",-0.18
"GO:0045667","regulation of osteoblast differentiation",131,0,0.2,"1.0000",-0.26
"GO:0045668","negative regulation of osteoblast differ...",51,0,0.08,"1.0000",-0.11
"GO:0045669","positive regulation of osteoblast differ...",68,0,0.11,"1.0000",-0.15
"GO:0045670","regulation of osteoclast differentiation",60,0,0.09,"1.0000",-0.12
"GO:0045671","negative regulation of osteoclast differ...",26,0,0.04,"1.0000",-0.06
"GO:0045672","positive regulation of osteoclast differ...",23,0,0.04,"1.0000",-0.06
"GO:0045682","regulation of epidermis development",45,0,0.07,"1.0000",-0.1
"GO:0045685","regulation of glial cell differentiation",87,0,0.14,"1.0000",-0.19
"GO:0045686","negative regulation of glial cell differ...",34,0,0.05,"1.0000",-0.07
"GO:0045687","positive regulation of glial cell differ...",49,0,0.08,"1.0000",-0.11
"GO:0045722","positive regulation of gluconeogenesis",20,0,0.03,"1.0000",-0.04
"GO:0045724","positive regulation of cilium assembly",29,0,0.05,"1.0000",-0.07
"GO:0045727","positive regulation of translation",127,0,0.2,"1.0000",-0.26
"GO:0045732","positive regulation of protein catabolic...",218,0,0.34,"1.0000",-0.42
"GO:0045736","negative regulation of cyclin-dependent ...",22,0,0.03,"1.0000",-0.04
"GO:0045737","positive regulation of cyclin-dependent ...",24,0,0.04,"1.0000",-0.06
"GO:0045738","negative regulation of DNA repair",29,0,0.05,"1.0000",-0.07
"GO:0045739","positive regulation of DNA repair",107,0,0.17,"1.0000",-0.23
"GO:0045740","positive regulation of DNA replication",48,0,0.07,"1.0000",-0.1
"GO:0045742","positive regulation of epidermal growth ...",25,0,0.04,"1.0000",-0.06
"GO:0045745","positive regulation of G protein-coupled...",22,0,0.03,"1.0000",-0.04
"GO:0045747","positive regulation of Notch signaling p...",40,0,0.06,"1.0000",-0.08
"GO:0045761","regulation of adenylate cyclase activity",41,0,0.06,"1.0000",-0.08
"GO:0045762","positive regulation of adenylate cyclase...",27,0,0.04,"1.0000",-0.06
"GO:0045765","regulation of angiogenesis",243,0,0.38,"1.0000",-0.46
"GO:0045766","positive regulation of angiogenesis",143,0,0.22,"1.0000",-0.29
"GO:0045773","positive regulation of axon extension",52,0,0.08,"1.0000",-0.11
"GO:0045776","negative regulation of blood pressure",52,0,0.08,"1.0000",-0.11
"GO:0045777","positive regulation of blood pressure",41,0,0.06,"1.0000",-0.08
"GO:0045778","positive regulation of ossification",57,0,0.09,"1.0000",-0.12
"GO:0045786","negative regulation of cell cycle",337,0,0.53,"1.0000",-0.61
"GO:0045787","positive regulation of cell cycle",304,0,0.47,"1.0000",-0.56
"GO:0045806","negative regulation of endocytosis",45,0,0.07,"1.0000",-0.1
"GO:0045807","positive regulation of endocytosis",113,0,0.18,"1.0000",-0.24
"GO:0045814","negative regulation of gene expression, ...",81,0,0.13,"1.0000",-0.18
"GO:0045821","positive regulation of glycolytic proces...",20,0,0.03,"1.0000",-0.04
"GO:0045822","negative regulation of heart contraction",23,0,0.04,"1.0000",-0.06
"GO:0045823","positive regulation of heart contraction",35,0,0.05,"1.0000",-0.07
"GO:0045824","negative regulation of innate immune res...",49,0,0.08,"1.0000",-0.11
"GO:0045830","positive regulation of isotype switching",23,0,0.04,"1.0000",-0.06
"GO:0045833","negative regulation of lipid metabolic p...",82,0,0.13,"1.0000",-0.18
"GO:0045834","positive regulation of lipid metabolic p...",130,0,0.2,"1.0000",-0.26
"GO:0045838","positive regulation of membrane potentia...",20,0,0.03,"1.0000",-0.04
"GO:0045839","negative regulation of mitotic nuclear d...",49,0,0.08,"1.0000",-0.11
"GO:0045840","positive regulation of mitotic nuclear d...",36,0,0.06,"1.0000",-0.08
"GO:0045841","negative regulation of mitotic metaphase...",38,0,0.06,"1.0000",-0.08
"GO:0045861","negative regulation of proteolysis",213,0,0.33,"1.0000",-0.41
"GO:0045862","positive regulation of proteolysis",317,0,0.49,"1.0000",-0.58
"GO:0045879","negative regulation of smoothened signal...",39,0,0.06,"1.0000",-0.08
"GO:0045880","positive regulation of smoothened signal...",41,0,0.06,"1.0000",-0.08
"GO:0045907","positive regulation of vasoconstriction",44,0,0.07,"1.0000",-0.1
"GO:0045911","positive regulation of DNA recombination",63,0,0.1,"1.0000",-0.14
"GO:0045912","negative regulation of carbohydrate meta...",43,0,0.07,"1.0000",-0.1
"GO:0045913","positive regulation of carbohydrate meta...",77,0,0.12,"1.0000",-0.16
"GO:0045920","negative regulation of exocytosis",32,0,0.05,"1.0000",-0.07
"GO:0045921","positive regulation of exocytosis",83,0,0.13,"1.0000",-0.18
"GO:0045922","negative regulation of fatty acid metabo...",23,0,0.04,"1.0000",-0.06
"GO:0045923","positive regulation of fatty acid metabo...",35,0,0.05,"1.0000",-0.07
"GO:0045927","positive regulation of growth",273,0,0.43,"1.0000",-0.52
"GO:0045930","negative regulation of mitotic cell cycl...",211,0,0.33,"1.0000",-0.41
"GO:0045931","positive regulation of mitotic cell cycl...",128,0,0.2,"1.0000",-0.26
"GO:0045932","negative regulation of muscle contractio...",27,0,0.04,"1.0000",-0.06
"GO:0045933","positive regulation of muscle contractio...",43,0,0.07,"1.0000",-0.1
"GO:0045936","negative regulation of phosphate metabol...",406,0,0.63,"1.0000",-0.7
"GO:0045939","negative regulation of steroid metabolic...",21,0,0.03,"1.0000",-0.04
"GO:0045940","positive regulation of steroid metabolic...",25,0,0.04,"1.0000",-0.06
"GO:0045943","positive regulation of transcription by ...",22,0,0.03,"1.0000",-0.04
"GO:0045944","positive regulation of transcription by ...",1018,0,1.59,"1.0000",-1.37
"GO:0045980","negative regulation of nucleotide metabo...",21,0,0.03,"1.0000",-0.04
"GO:0045981","positive regulation of nucleotide metabo...",38,0,0.06,"1.0000",-0.08
"GO:0045987","positive regulation of smooth muscle con...",30,0,0.05,"1.0000",-0.07
"GO:0045995","regulation of embryonic development",77,0,0.12,"1.0000",-0.16
"GO:0046006","regulation of activated T cell prolifera...",29,0,0.05,"1.0000",-0.07
"GO:0046031","ADP metabolic process",88,0,0.14,"1.0000",-0.19
"GO:0046033","AMP metabolic process",25,0,0.04,"1.0000",-0.06
"GO:0046034","ATP metabolic process",229,0,0.36,"1.0000",-0.44
"GO:0046037","GMP metabolic process",21,0,0.03,"1.0000",-0.04
"GO:0046039","GTP metabolic process",25,0,0.04,"1.0000",-0.06
"GO:0046040","IMP metabolic process",20,0,0.03,"1.0000",-0.04
"GO:0046128","purine ribonucleoside metabolic process",22,0,0.03,"1.0000",-0.04
"GO:0046148","pigment biosynthetic process",44,0,0.07,"1.0000",-0.1
"GO:0046164","alcohol catabolic process",30,0,0.05,"1.0000",-0.07
"GO:0046165","alcohol biosynthetic process",111,0,0.17,"1.0000",-0.23
"GO:0046173","polyol biosynthetic process",51,0,0.08,"1.0000",-0.11
"GO:0046174","polyol catabolic process",22,0,0.03,"1.0000",-0.04
"GO:0046189","phenol-containing compound biosynthetic ...",40,0,0.06,"1.0000",-0.08
"GO:0046209","nitric oxide metabolic process",67,0,0.1,"1.0000",-0.14
"GO:0046320","regulation of fatty acid oxidation",35,0,0.05,"1.0000",-0.07
"GO:0046323","glucose import",74,0,0.12,"1.0000",-0.16
"GO:0046324","regulation of glucose import",62,0,0.1,"1.0000",-0.14
"GO:0046326","positive regulation of glucose import",39,0,0.06,"1.0000",-0.08
"GO:0046328","regulation of JNK cascade",127,0,0.2,"1.0000",-0.26
"GO:0046329","negative regulation of JNK cascade",32,0,0.05,"1.0000",-0.07
"GO:0046330","positive regulation of JNK cascade",82,0,0.13,"1.0000",-0.18
"GO:0046337","phosphatidylethanolamine metabolic proce...",20,0,0.03,"1.0000",-0.04
"GO:0046339","diacylglycerol metabolic process",22,0,0.03,"1.0000",-0.04
"GO:0046364","monosaccharide biosynthetic process",71,0,0.11,"1.0000",-0.15
"GO:0046365","monosaccharide catabolic process",29,0,0.05,"1.0000",-0.07
"GO:0046386","deoxyribose phosphate catabolic process",20,0,0.03,"1.0000",-0.04
"GO:0046390","ribose phosphate biosynthetic process",154,0,0.24,"1.0000",-0.31
"GO:0046394","carboxylic acid biosynthetic process",201,0,0.31,"1.0000",-0.39
"GO:0046395","carboxylic acid catabolic process",166,0,0.26,"1.0000",-0.33
"GO:0046425","regulation of receptor signaling pathway...",57,0,0.09,"1.0000",-0.12
"GO:0046427","positive regulation of receptor signalin...",26,0,0.04,"1.0000",-0.06
"GO:0046434","organophosphate catabolic process",123,0,0.19,"1.0000",-0.25
"GO:0046456","icosanoid biosynthetic process",31,0,0.05,"1.0000",-0.07
"GO:0046457","prostanoid biosynthetic process",26,0,0.04,"1.0000",-0.06
"GO:0046460","neutral lipid biosynthetic process",38,0,0.06,"1.0000",-0.08
"GO:0046461","neutral lipid catabolic process",23,0,0.04,"1.0000",-0.06
"GO:0046463","acylglycerol biosynthetic process",38,0,0.06,"1.0000",-0.08
"GO:0046464","acylglycerol catabolic process",23,0,0.04,"1.0000",-0.06
"GO:0046466","membrane lipid catabolic process",27,0,0.04,"1.0000",-0.06
"GO:0046467","membrane lipid biosynthetic process",119,0,0.19,"1.0000",-0.25
"GO:0046470","phosphatidylcholine metabolic process",45,0,0.07,"1.0000",-0.1
"GO:0046471","phosphatidylglycerol metabolic process",24,0,0.04,"1.0000",-0.06
"GO:0046473","phosphatidic acid metabolic process",24,0,0.04,"1.0000",-0.06
"GO:0046474","glycerophospholipid biosynthetic process",156,0,0.24,"1.0000",-0.31
"GO:0046475","glycerophospholipid catabolic process",23,0,0.04,"1.0000",-0.06
"GO:0046486","glycerolipid metabolic process",313,0,0.49,"1.0000",-0.58
"GO:0046488","phosphatidylinositol metabolic process",142,0,0.22,"1.0000",-0.29
"GO:0046503","glycerolipid catabolic process",42,0,0.07,"1.0000",-0.1
"GO:0046513","ceramide biosynthetic process",58,0,0.09,"1.0000",-0.12
"GO:0046530","photoreceptor cell differentiation",61,0,0.1,"1.0000",-0.14
"GO:0046545","development of primary female sexual cha...",96,0,0.15,"1.0000",-0.2
"GO:0046546","development of primary male sexual chara...",99,0,0.15,"1.0000",-0.2
"GO:0046579","positive regulation of Ras protein signa...",55,0,0.09,"1.0000",-0.12
"GO:0046596","regulation of viral entry into host cell",32,0,0.05,"1.0000",-0.07
"GO:0046597","negative regulation of viral entry into ...",22,0,0.03,"1.0000",-0.04
"GO:0046599","regulation of centriole replication",20,0,0.03,"1.0000",-0.04
"GO:0046605","regulation of centrosome cycle",52,0,0.08,"1.0000",-0.11
"GO:0046620","regulation of organ growth",108,0,0.17,"1.0000",-0.23
"GO:0046621","negative regulation of organ growth",44,0,0.07,"1.0000",-0.1
"GO:0046622","positive regulation of organ growth",51,0,0.08,"1.0000",-0.11
"GO:0046626","regulation of insulin receptor signaling...",68,0,0.11,"1.0000",-0.15
"GO:0046627","negative regulation of insulin receptor ...",37,0,0.06,"1.0000",-0.08
"GO:0046628","positive regulation of insulin receptor ...",23,0,0.04,"1.0000",-0.06
"GO:0046633","alpha-beta T cell proliferation",30,0,0.05,"1.0000",-0.07
"GO:0046635","positive regulation of alpha-beta T cell...",48,0,0.07,"1.0000",-0.1
"GO:0046638","positive regulation of alpha-beta T cell...",37,0,0.06,"1.0000",-0.08
"GO:0046640","regulation of alpha-beta T cell prolifer...",27,0,0.04,"1.0000",-0.06
"GO:0046653","tetrahydrofolate metabolic process",20,0,0.03,"1.0000",-0.04
"GO:0046660","female sex differentiation",113,0,0.18,"1.0000",-0.24
"GO:0046661","male sex differentiation",120,0,0.19,"1.0000",-0.25
"GO:0046676","negative regulation of insulin secretion",47,0,0.07,"1.0000",-0.1
"GO:0046677","response to antibiotic",31,0,0.05,"1.0000",-0.07
"GO:0046683","response to organophosphorus",75,0,0.12,"1.0000",-0.16
"GO:0046685","response to arsenic-containing substance",21,0,0.03,"1.0000",-0.04
"GO:0046686","response to cadmium ion",28,0,0.04,"1.0000",-0.06
"GO:0046700","heterocycle catabolic process",362,0,0.56,"1.0000",-0.64
"GO:0046717","acid secretion",40,0,0.06,"1.0000",-0.08
"GO:0046718","viral entry into host cell",64,0,0.1,"1.0000",-0.14
"GO:0046755","viral budding",21,0,0.03,"1.0000",-0.04
"GO:0046777","protein autophosphorylation",228,0,0.36,"1.0000",-0.44
"GO:0046782","regulation of viral transcription",20,0,0.03,"1.0000",-0.04
"GO:0046785","microtubule polymerization",83,0,0.13,"1.0000",-0.18
"GO:0046822","regulation of nucleocytoplasmic transpor...",118,0,0.18,"1.0000",-0.24
"GO:0046823","negative regulation of nucleocytoplasmic...",24,0,0.04,"1.0000",-0.06
"GO:0046824","positive regulation of nucleocytoplasmic...",66,0,0.1,"1.0000",-0.14
"GO:0046825","regulation of protein export from nucleu...",36,0,0.06,"1.0000",-0.08
"GO:0046839","phospholipid dephosphorylation",43,0,0.07,"1.0000",-0.1
"GO:0046847","filopodium assembly",70,0,0.11,"1.0000",-0.15
"GO:0046849","bone remodeling",81,0,0.13,"1.0000",-0.18
"GO:0046850","regulation of bone remodeling",47,0,0.07,"1.0000",-0.1
"GO:0046854","phosphatidylinositol phosphate biosynthe...",50,0,0.08,"1.0000",-0.11
"GO:0046856","phosphatidylinositol dephosphorylation",29,0,0.05,"1.0000",-0.07
"GO:0046879","hormone secretion",297,0,0.46,"1.0000",-0.55
"GO:0046883","regulation of hormone secretion",243,0,0.38,"1.0000",-0.46
"GO:0046885","regulation of hormone biosynthetic proce...",28,0,0.04,"1.0000",-0.06
"GO:0046887","positive regulation of hormone secretion",139,0,0.22,"1.0000",-0.29
"GO:0046888","negative regulation of hormone secretion",72,0,0.11,"1.0000",-0.15
"GO:0046889","positive regulation of lipid biosyntheti...",82,0,0.13,"1.0000",-0.18
"GO:0046890","regulation of lipid biosynthetic process",155,0,0.24,"1.0000",-0.31
"GO:0046902","regulation of mitochondrial membrane per...",54,0,0.08,"1.0000",-0.11
"GO:0046903","secretion",843,0,1.31,"1.0000",-1.21
"GO:0046907","intracellular transport",1394,0,2.17,"1.0000",-1.66
"GO:0046916","cellular transition metal ion homeostasi...",83,0,0.13,"1.0000",-0.18
"GO:0046928","regulation of neurotransmitter secretion",114,0,0.18,"1.0000",-0.24
"GO:0046931","pore complex assembly",22,0,0.03,"1.0000",-0.04
"GO:0046939","nucleotide phosphorylation",95,0,0.15,"1.0000",-0.2
"GO:0046942","carboxylic acid transport",212,0,0.33,"1.0000",-0.41
"GO:0047496","vesicle transport along microtubule",48,0,0.07,"1.0000",-0.1
"GO:0047497","mitochondrion transport along microtubul...",27,0,0.04,"1.0000",-0.06
"GO:0048002","antigen processing and presentation of p...",42,0,0.07,"1.0000",-0.1
"GO:0048008","platelet-derived growth factor receptor ...",59,0,0.09,"1.0000",-0.12
"GO:0048009","insulin-like growth factor receptor sign...",30,0,0.05,"1.0000",-0.07
"GO:0048010","vascular endothelial growth factor recep...",48,0,0.07,"1.0000",-0.1
"GO:0048011","neurotrophin TRK receptor signaling path...",34,0,0.05,"1.0000",-0.07
"GO:0048013","ephrin receptor signaling pathway",37,0,0.06,"1.0000",-0.08
"GO:0048015","phosphatidylinositol-mediated signaling",141,0,0.22,"1.0000",-0.29
